id,price,minimum_nights,maximum_nights,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification
4761,59.0,2,31,strict_14_with_grace_period,0,0
4762,30.0,2,1125,strict_14_with_grace_period,0,0
4763,26.0,4,1125,strict_14_with_grace_period,0,0
4764,410.0,2,1125,strict_14_with_grace_period,0,0
4765,21.0,2,31,moderate,0,0
4766,110.0,2,1125,moderate,0,0
4767,52.0,1,30,strict_14_with_grace_period,0,0
4768,60.0,1,30,moderate,0,0
4769,100.0,4,17,flexible,0,0
4770,140.0,3,20,moderate,0,0
4771,57.0,1,1125,moderate,0,0
4772,99.0,7,1125,strict_14_with_grace_period,0,0
4773,75.0,1,1125,strict_14_with_grace_period,0,0
4774,100.0,3,180,strict_14_with_grace_period,0,0
4775,24.0,3,1125,strict_14_with_grace_period,0,0
4776,200.0,1,1125,moderate,0,0
4777,90.0,2,999,flexible,0,0
4778,140.0,3,33,strict_14_with_grace_period,0,0
4779,103.0,2,1125,strict_14_with_grace_period,0,0
4780,80.0,2,1125,flexible,0,0
4781,90.0,1,1125,strict_14_with_grace_period,0,0
4782,79.0,2,30,moderate,0,0
4783,150.0,1,2,moderate,0,0
4784,35.0,3,300,moderate,0,0
4785,120.0,2,1125,strict_14_with_grace_period,0,0
4786,69.0,1,1124,strict_14_with_grace_period,0,0
4787,117.0,3,330,strict_14_with_grace_period,0,0
4788,20.0,10,61,moderate,0,0
4789,70.0,3,200,moderate,0,0
4790,38.0,2,1125,strict_14_with_grace_period,0,0
4791,37.0,3,3,moderate,0,0
4792,15.0,1,5,moderate,0,0
4793,65.0,7,1125,strict_14_with_grace_period,0,0
4794,87.0,5,1125,strict_14_with_grace_period,0,0
4795,60.0,15,1125,strict_14_with_grace_period,0,0
4796,50.0,3,8,moderate,0,0
4797,200.0,1,1125,moderate,0,0
4798,49.0,5,900,strict_14_with_grace_period,0,0
4799,82.0,3,50,strict_14_with_grace_period,0,0
4800,67.0,2,20,moderate,0,0
4801,75.0,3,1124,flexible,0,0
4802,118.0,2,400,moderate,0,0
4803,150.0,1,30,strict_14_with_grace_period,0,0
4804,300.0,2,1125,strict_14_with_grace_period,0,0
4805,160.0,2,1125,strict_14_with_grace_period,0,0
4806,90.0,1,1124,strict_14_with_grace_period,0,0
4807,55.0,2,1125,moderate,0,0
4808,177.0,1,1124,moderate,0,0
4809,27.0,1,1125,moderate,0,0
4810,18.0,10,1125,moderate,0,0
4811,85.0,3,1125,strict_14_with_grace_period,0,0
4812,50.0,1,365,strict_14_with_grace_period,0,0
4813,140.0,2,1125,flexible,0,0
4814,47.0,1,1125,moderate,0,0
4815,24.0,1,1125,moderate,0,0
4816,18.0,1,1125,flexible,0,0
4817,80.0,1,1125,strict_14_with_grace_period,0,0
4818,84.0,1,2,flexible,0,0
4819,20.0,2,1125,strict_14_with_grace_period,0,0
4820,59.0,2,55,strict_14_with_grace_period,0,0
4821,28.0,4,30,flexible,0,0
4822,55.0,1,1125,strict_14_with_grace_period,0,0
4823,149.0,2,1125,moderate,0,0
4824,25.0,3,1125,strict_14_with_grace_period,0,0
4825,72.0,2,1125,strict_14_with_grace_period,0,0
4826,80.0,2,29,strict_14_with_grace_period,0,0
4827,105.0,3,365,flexible,0,1
4828,79.0,3,60,moderate,0,0
4829,170.0,2,14,moderate,0,0
4830,95.0,2,90,strict_14_with_grace_period,0,0
4831,94.0,4,1125,strict_14_with_grace_period,0,0
4832,19.0,1,1125,strict_14_with_grace_period,0,0
4833,60.0,3,1124,moderate,0,0
4834,140.0,1,1125,moderate,0,0
4835,70.0,1,30,moderate,0,0
4836,130.0,2,1124,strict_14_with_grace_period,0,0
4837,28.0,12,1125,strict_14_with_grace_period,0,0
4838,22.0,1,1125,strict_14_with_grace_period,0,0
4839,60.0,2,30,strict_14_with_grace_period,0,0
4840,48.0,1,1125,moderate,0,0
4841,90.0,3,5,flexible,0,0
4842,25.0,2,7,moderate,0,0
4843,120.0,2,1125,strict_14_with_grace_period,0,0
4844,80.0,1,1125,flexible,0,0
4845,70.0,3,1125,moderate,0,0
4846,150.0,30,300,flexible,0,0
4847,65.0,2,1125,strict_14_with_grace_period,0,0
4848,35.0,2,35,moderate,0,0
4849,75.0,1,1125,moderate,0,0
4850,85.0,2,700,flexible,0,0
4851,140.0,2,999,flexible,0,0
4852,124.0,2,30,moderate,0,0
4853,75.0,2,31,strict_14_with_grace_period,0,0
4854,85.0,20,1125,strict_14_with_grace_period,0,0
4855,89.0,2,1125,strict_14_with_grace_period,0,0
4856,30.0,3,1125,strict_14_with_grace_period,0,0
4857,19.0,1,30,strict_14_with_grace_period,0,0
4858,50.0,1,1125,moderate,0,0
4859,87.0,1,1120,strict_14_with_grace_period,0,0
4860,67.0,3,5,moderate,0,0
4861,39.0,2,150,moderate,0,0
4862,39.0,1,1125,strict_14_with_grace_period,0,0
4863,75.0,2,1125,strict_14_with_grace_period,0,0
4864,55.0,2,1125,moderate,0,0
4865,22.0,1,15,strict_14_with_grace_period,0,0
4866,60.0,3,1125,flexible,0,0
4867,75.0,14,180,strict_14_with_grace_period,0,0
4868,62.0,2,1125,flexible,0,0
4869,89.0,1,1124,strict_14_with_grace_period,0,0
4871,70.0,2,30,moderate,0,0
4872,66.0,3,1125,moderate,0,0
4873,84.0,2,1125,moderate,0,0
4874,45.0,1,1125,strict_14_with_grace_period,0,0
4875,68.0,1,1125,strict_14_with_grace_period,0,0
4876,52.0,1,1125,strict_14_with_grace_period,0,0
4877,68.0,1,1125,strict_14_with_grace_period,0,0
4878,68.0,1,1125,strict_14_with_grace_period,0,0
4879,64.0,1,1125,strict_14_with_grace_period,0,0
4880,68.0,1,1125,strict_14_with_grace_period,0,0
4881,52.0,1,1125,strict_14_with_grace_period,0,0
4882,68.0,1,1125,strict_14_with_grace_period,0,0
4883,57.0,1,1125,strict_14_with_grace_period,0,0
4884,57.0,1,1125,strict_14_with_grace_period,0,0
4885,52.0,1,1125,strict_14_with_grace_period,0,0
4886,68.0,1,1125,strict_14_with_grace_period,0,0
4887,52.0,1,1125,strict_14_with_grace_period,0,0
4888,45.0,1,1125,strict_14_with_grace_period,0,0
4889,52.0,1,1125,strict_14_with_grace_period,0,0
4890,149.0,1,1125,strict_14_with_grace_period,0,0
4891,52.0,1,1125,strict_14_with_grace_period,0,0
4892,45.0,1,1125,strict_14_with_grace_period,0,0
4893,114.0,1,1125,strict_14_with_grace_period,0,0
4894,64.0,1,1125,strict_14_with_grace_period,0,0
4895,64.0,2,1124,strict_14_with_grace_period,0,0
4897,260.0,2,180,strict_14_with_grace_period,0,0
4898,75.0,3,1124,flexible,0,0
4899,23.0,1,1125,moderate,0,0
4900,70.0,3,1125,moderate,0,0
4901,155.0,30,1125,strict_14_with_grace_period,0,0
4902,60.0,92,1125,strict_14_with_grace_period,0,0
4903,69.0,2,20,moderate,0,0
4904,18.0,30,1125,strict_14_with_grace_period,0,0
4905,109.0,7,1125,strict_14_with_grace_period,0,0
4906,88.0,7,180,strict_14_with_grace_period,0,0
4907,90.0,2,365,super_strict_30,0,0
4908,88.0,3,1125,strict_14_with_grace_period,0,0
4909,18.0,1,20,strict_14_with_grace_period,0,0
4910,29.0,3,1125,flexible,0,0
4911,70.0,1,62,strict_14_with_grace_period,0,0
4912,180.0,2,1125,flexible,0,0
4913,78.0,4,1125,strict_14_with_grace_period,0,0
4914,40.0,1,5,flexible,0,0
4915,25.0,1,15,flexible,0,0
4916,129.0,1,1125,flexible,0,0
4917,65.0,2,1125,moderate,0,0
4918,55.0,2,365,strict_14_with_grace_period,0,0
4919,55.0,3,1125,moderate,0,0
4920,55.0,2,365,strict_14_with_grace_period,0,0
4921,55.0,2,365,strict_14_with_grace_period,0,0
4922,61.0,2,365,strict_14_with_grace_period,0,0
4923,65.0,1,1125,flexible,0,0
4924,58.0,3,1125,moderate,0,0
4925,84.0,20,1125,strict_14_with_grace_period,0,0
4926,60.0,2,999,flexible,0,0
4927,35.0,1,1125,moderate,0,0
4928,150.0,3,1125,strict_14_with_grace_period,0,0
4929,100.0,2,1125,flexible,0,0
4930,19.0,1,1125,strict_14_with_grace_period,0,0
4931,40.0,2,1125,moderate,0,0
4932,85.0,1,1125,strict_14_with_grace_period,0,0
4933,105.0,10,1125,strict_14_with_grace_period,0,0
4934,77.0,2,7,moderate,0,0
4935,40.0,2,1125,flexible,0,0
4936,5000.0,2,1125,strict_14_with_grace_period,0,0
4937,121.0,3,1125,strict_14_with_grace_period,0,0
4938,99.0,3,1125,strict_14_with_grace_period,0,0
4939,28.0,3,1125,moderate,0,0
4940,45.0,3,90,moderate,0,0
4941,110.0,2,60,strict_14_with_grace_period,0,0
4942,80.0,2,60,strict_14_with_grace_period,0,0
4943,19.0,1,8,moderate,0,0
4944,56.0,2,1125,strict_14_with_grace_period,0,0
4945,40.0,3,1125,flexible,0,0
4946,60.0,3,1125,moderate,0,0
4947,123.0,4,1125,strict_14_with_grace_period,0,0
4948,18.0,1,1125,flexible,0,0
4949,121.0,2,1125,strict_14_with_grace_period,0,0
4950,18.0,1,1125,flexible,0,0
4951,66.0,20,1125,strict_14_with_grace_period,0,0
4952,25.0,1,1,flexible,0,0
4953,95.0,4,1125,flexible,0,0
4954,40.0,2,10,flexible,0,0
4955,70.0,3,1125,moderate,0,0
4956,65.0,1,1125,strict_14_with_grace_period,0,0
4957,65.0,2,999,flexible,0,0
4958,68.0,2,1125,strict_14_with_grace_period,0,0
4959,55.0,2,6,moderate,0,0
4960,35.0,1,14,moderate,0,0
4961,45.0,1,14,moderate,0,0
4962,97.0,1,1125,strict_14_with_grace_period,0,0
4963,130.0,30,1125,moderate,0,0
4964,69.0,2,1125,moderate,0,0
4965,80.0,2,15,moderate,0,0
4966,27.0,2,1125,strict_14_with_grace_period,0,0
4967,80.0,2,100,strict_14_with_grace_period,0,0
4968,141.0,2,1125,moderate,0,0
4970,50.0,1,1125,moderate,0,0
4971,75.0,1,1125,moderate,0,0
4972,120.0,3,1124,moderate,0,0
4973,63.0,1,1124,strict_14_with_grace_period,0,0
4974,45.0,120,1125,strict_14_with_grace_period,0,0
4975,21.0,8,31,strict_14_with_grace_period,0,0
4976,55.0,3,1125,strict_14_with_grace_period,0,0
4977,45.0,2,100,moderate,0,0
4978,49.0,5,1125,moderate,0,0
4980,85.0,3,30,moderate,0,0
4981,165.0,1,1125,strict_14_with_grace_period,0,0
4982,40.0,3,15,flexible,0,0
4983,20.0,2,15,moderate,0,0
4984,170.0,6,1125,strict_14_with_grace_period,0,0
4985,250.0,3,31,strict_14_with_grace_period,1,1
4986,20.0,1,15,flexible,0,0
4987,20.0,1,40,moderate,0,0
4988,70.0,2,1125,strict_14_with_grace_period,0,0
4989,175.0,1,1125,moderate,0,0
4990,28.0,1,30,flexible,0,0
4991,30.0,2,1125,moderate,0,0
4992,65.0,2,30,strict_14_with_grace_period,0,0
4993,17.0,365,1125,flexible,0,0
4994,115.0,2,60,strict_14_with_grace_period,0,0
4995,100.0,55,1125,strict_14_with_grace_period,0,0
4996,48.0,4,4,flexible,0,0
4997,14.0,1,5,flexible,0,0
4998,150.0,2,1125,strict_14_with_grace_period,0,0
4999,20.0,1,1125,strict_14_with_grace_period,0,0
5000,60.0,1,1125,strict_14_with_grace_period,0,0
5001,75.0,2,20,moderate,0,0
5002,100.0,1,365,moderate,0,0
5003,70.0,3,1125,flexible,0,0
5004,100.0,1,365,moderate,0,0
5005,150.0,1,365,strict_14_with_grace_period,0,0
5006,150.0,1,365,moderate,0,0
5007,119.0,1,1125,strict_14_with_grace_period,0,0
5008,100.0,15,365,strict_14_with_grace_period,0,0
5009,144.0,3,1125,flexible,0,0
5010,100.0,3,1124,moderate,0,0
5011,65.0,1,1005,strict_14_with_grace_period,0,0
5012,150.0,1,365,moderate,0,0
5013,150.0,1,365,moderate,0,0
5014,76.0,2,1125,flexible,0,0
5015,67.0,3,30,strict_14_with_grace_period,0,0
5016,60.0,20,365,moderate,0,0
5017,53.0,1,1124,strict_14_with_grace_period,0,0
5018,75.0,2,700,flexible,0,0
5019,100.0,4,20,moderate,0,0
5020,75.0,2,700,flexible,0,0
5021,55.0,1,1125,moderate,0,0
5023,54.0,30,750,moderate,0,0
5024,48.0,7,365,strict_14_with_grace_period,0,0
5025,60.0,3,1125,strict_14_with_grace_period,0,0
5026,100.0,2,700,flexible,0,0
5027,49.0,3,1125,moderate,0,0
5028,30.0,3,1125,flexible,0,0
5029,24.0,5,1125,moderate,0,0
5030,119.0,1,1125,strict_14_with_grace_period,0,0
5031,88.0,2,1125,moderate,0,0
5032,35.0,2,500,strict_14_with_grace_period,0,0
5033,45.0,1,1125,flexible,0,0
5034,160.0,2,1125,moderate,0,0
5035,15.0,1,10,flexible,0,0
5036,200.0,2,20,flexible,0,0
5037,56.0,1,1125,moderate,0,0
5038,34.0,29,29,flexible,0,0
5039,45.0,3,10,moderate,0,0
5040,55.0,3,1125,moderate,0,0
5041,26.0,2,3,strict_14_with_grace_period,0,0
5042,150.0,1,365,moderate,0,0
5043,44.0,12,196,moderate,0,0
5044,45.0,1,1125,moderate,0,0
5045,19.0,2,1125,flexible,0,0
5046,75.0,1,35,moderate,0,0
5047,175.0,2,1125,strict_14_with_grace_period,0,0
5048,38.0,1,30,strict_14_with_grace_period,0,0
5049,70.0,1,1125,strict_14_with_grace_period,0,0
5051,82.0,1,1124,strict_14_with_grace_period,0,0
5052,100.0,3,1124,moderate,0,0
5053,80.0,2,1125,flexible,0,0
5054,140.0,3,25,strict_14_with_grace_period,0,0
5055,49.0,1,4,moderate,0,0
5056,40.0,6,19,strict_14_with_grace_period,0,0
5057,25.0,2,1125,moderate,0,0
5058,35.0,2,15,flexible,0,0
5059,70.0,3,10,strict_14_with_grace_period,0,0
5060,28.0,1,15,flexible,0,0
5061,49.0,1,1125,flexible,0,0
5062,70.0,1,28,moderate,0,0
5063,60.0,2,10,moderate,0,0
5064,55.0,14,180,strict_14_with_grace_period,0,0
5065,62.0,3,1125,strict_14_with_grace_period,0,0
5066,125.0,2,1125,strict_14_with_grace_period,0,0
5067,100.0,2,90,flexible,0,0
5068,45.0,5,1125,moderate,0,0
5069,70.0,1,28,moderate,0,0
5070,159.0,2,1124,moderate,0,0
5071,100.0,14,1125,strict_14_with_grace_period,0,0
5072,55.0,2,1124,flexible,0,0
5073,70.0,1,28,moderate,0,0
5074,58.0,1,28,moderate,0,0
5075,123.0,1,90,strict_14_with_grace_period,0,0
5076,28.0,3,30,flexible,0,0
5077,119.0,1,1125,strict_14_with_grace_period,0,0
5078,77.0,2,1124,moderate,0,0
5079,140.0,1,60,strict_14_with_grace_period,0,0
5080,119.0,1,1125,strict_14_with_grace_period,0,0
5081,41.0,1,1,moderate,0,0
5082,10.0,3,15,flexible,0,0
5083,68.0,2,30,flexible,0,0
5084,90.0,1,1125,flexible,0,0
5085,131.0,1,60,strict_14_with_grace_period,0,0
5086,75.0,3,1125,strict_14_with_grace_period,0,0
5087,101.0,2,1125,strict_14_with_grace_period,0,0
5088,90.0,4,1125,strict_14_with_grace_period,0,0
5089,180.0,3,1125,strict_14_with_grace_period,0,0
5090,99.0,1,1125,strict_14_with_grace_period,0,0
5091,60.0,1,1125,moderate,0,0
5092,55.0,2,75,strict_14_with_grace_period,0,0
5093,28.0,3,1125,strict_14_with_grace_period,0,0
5094,130.0,3,1125,flexible,0,0
5095,80.0,3,1125,moderate,0,0
5096,582.0,1,1125,strict_14_with_grace_period,0,0
5097,70.0,1,15,strict_14_with_grace_period,0,0
5098,50.0,3,1125,flexible,0,0
5099,139.0,4,90,strict_14_with_grace_period,0,0
5100,95.0,3,1124,moderate,0,0
5101,60.0,1,1125,moderate,0,0
5102,20.0,2,5,flexible,0,0
5103,110.0,2,1125,moderate,0,0
5104,25.0,2,30,flexible,0,0
5105,131.0,1,1125,strict_14_with_grace_period,0,0
5106,21.0,1,16,flexible,0,0
5107,103.0,1,1125,strict_14_with_grace_period,0,0
5108,95.0,3,1125,moderate,0,0
5109,20.0,1,15,strict_14_with_grace_period,0,0
5110,82.0,2,1125,moderate,0,0
5111,79.0,3,300,strict_14_with_grace_period,0,0
5112,25.0,1,1125,moderate,0,0
5113,16.0,2,1125,strict_14_with_grace_period,0,0
5114,48.0,90,360,flexible,0,0
5115,70.0,2,400,strict_14_with_grace_period,0,0
5116,56.0,4,25,moderate,0,0
5117,50.0,1,1125,moderate,0,0
5119,49.0,2,1125,strict_14_with_grace_period,0,0
5120,50.0,1,1125,flexible,0,0
5121,28.0,1,1,flexible,0,0
5122,70.0,2,30,strict_14_with_grace_period,0,0
5123,68.0,7,363,flexible,0,0
5124,30.0,3,1125,moderate,0,0
5125,25.0,2,30,flexible,0,0
5126,80.0,1,1124,strict_14_with_grace_period,0,0
5127,70.0,2,100,strict_14_with_grace_period,0,0
5128,85.0,1,30,strict_14_with_grace_period,0,0
5129,20.0,2,30,flexible,0,0
5130,78.0,2,1125,moderate,0,0
5131,149.0,2,1125,flexible,0,0
5132,25.0,2,15,flexible,0,0
5133,90.0,3,1124,flexible,0,0
5134,45.0,3,1125,strict_14_with_grace_period,0,0
5135,65.0,2,5,strict_14_with_grace_period,0,0
5136,50.0,1,8,flexible,0,0
5137,125.0,2,30,moderate,0,0
5138,16.0,1,1125,moderate,0,0
5139,190.0,3,1125,strict_14_with_grace_period,0,0
5140,65.0,2,1125,strict_14_with_grace_period,0,0
5141,20.0,1,1125,moderate,0,0
5142,17.0,1,1125,flexible,0,0
5143,55.0,1,1125,moderate,0,0
5144,80.0,1,7,flexible,0,0
5145,45.0,2,24,moderate,0,0
5146,60.0,1,1125,flexible,0,0
5147,94.0,3,8,strict_14_with_grace_period,0,0
5148,50.0,2,1125,flexible,0,0
5149,56.0,1,1125,strict_14_with_grace_period,0,0
5150,200.0,364,1125,moderate,0,0
5151,60.0,1,1125,flexible,0,0
5152,16.0,2,7,moderate,0,0
5153,55.0,2,1125,strict_14_with_grace_period,0,0
5154,20.0,1,15,strict_14_with_grace_period,0,0
5155,50.0,30,1125,flexible,0,0
5156,27.0,1,1125,flexible,0,0
5157,25.0,1,7,moderate,0,0
5158,190.0,2,30,strict_14_with_grace_period,0,0
5159,24.0,2,1125,flexible,0,0
5160,75.0,2,1125,strict_14_with_grace_period,0,0
5161,33.0,2,9,moderate,0,0
5162,85.0,2,29,flexible,0,0
5163,100.0,2,29,flexible,0,0
5164,85.0,4,365,strict_14_with_grace_period,0,0
5165,48.0,1,7,flexible,0,0
5166,22.0,2,1125,moderate,0,0
5167,56.0,1,1125,strict_14_with_grace_period,0,0
5168,17.0,60,1125,flexible,0,0
5169,119.0,2,1125,strict_14_with_grace_period,0,0
5170,35.0,8,1125,strict_14_with_grace_period,0,0
5171,195.0,2,1125,flexible,0,0
5172,65.0,2,1125,strict_14_with_grace_period,0,0
5173,65.0,5,1125,moderate,0,0
5174,20.0,1,1125,moderate,0,0
5175,25.0,2,12,moderate,0,0
5176,21.0,1,1,moderate,0,0
5177,76.0,6,1125,strict_14_with_grace_period,0,0
5178,20.0,1,1,moderate,0,0
5179,85.0,30,1125,strict_14_with_grace_period,0,0
5180,60.0,3,1125,strict_14_with_grace_period,0,0
5181,109.0,2,1125,moderate,0,0
5182,600.0,2,28,flexible,0,0
5183,80.0,6,1125,flexible,0,0
5184,60.0,2,1125,strict_14_with_grace_period,0,0
5185,48.0,2,1125,moderate,0,0
5186,649.0,1,1124,moderate,0,0
5187,80.0,2,1125,strict_14_with_grace_period,0,0
5188,132.0,1,1125,moderate,0,0
5189,20.0,3,1125,moderate,0,0
5190,20.0,3,1125,moderate,0,0
5191,55.0,1,1125,flexible,0,0
5192,21.0,1,1125,moderate,0,0
5193,100.0,3,1125,strict_14_with_grace_period,0,0
5194,110.0,2,30,moderate,0,0
5195,16.0,1,7,moderate,0,0
5196,45.0,2,4,moderate,0,0
5197,128.0,3,45,moderate,0,0
5198,75.0,2,365,strict_14_with_grace_period,0,0
5199,40.0,1,2,flexible,0,0
5200,250.0,7,30,strict_14_with_grace_period,0,0
5201,90.0,2,1125,moderate,0,0
5202,49.0,1,1125,flexible,0,0
5203,72.0,1,1125,strict_14_with_grace_period,0,0
5204,68.0,3,30,moderate,0,0
5205,60.0,2,1125,moderate,0,0
5206,90.0,2,1000,flexible,0,0
5207,78.0,2,1125,moderate,0,0
5208,27.0,2,31,flexible,0,0
5209,20.0,1,30,strict_14_with_grace_period,0,0
5210,90.0,1,300,strict_14_with_grace_period,0,0
5211,85.0,5,90,strict_14_with_grace_period,0,0
5212,78.0,2,360,moderate,0,0
5213,105.0,6,60,moderate,0,0
5214,94.0,2,29,flexible,0,0
5215,75.0,3,1125,moderate,0,0
5216,65.0,3,1125,moderate,0,0
5217,80.0,1,1125,moderate,0,0
5218,200.0,1,1125,flexible,0,0
5219,155.0,1,1125,moderate,0,0
5220,120.0,60,1125,strict_14_with_grace_period,0,0
5221,177.0,2,999,flexible,0,0
5222,150.0,2,1125,strict_14_with_grace_period,0,0
5223,120.0,3,1125,moderate,0,0
5224,170.0,2,1125,moderate,0,0
5225,66.0,2,30,flexible,0,0
5226,50.0,1,2,moderate,0,0
5227,108.0,2,1125,moderate,0,0
5228,25.0,2,4,flexible,0,0
5229,99.0,1,29,strict_14_with_grace_period,0,0
5230,108.0,1,1125,flexible,0,0
5231,49.0,2,1125,strict_14_with_grace_period,0,0
5232,19.0,2,12,moderate,0,0
5233,20.0,1,1125,moderate,0,0
5234,55.0,100,1125,flexible,0,0
5235,120.0,2,30,flexible,0,0
5236,89.0,2,1125,moderate,0,0
5237,86.0,5,1125,strict_14_with_grace_period,0,0
5238,236.0,2,1125,moderate,0,0
5239,22.0,7,90,strict_14_with_grace_period,0,0
5240,100.0,2,30,flexible,0,0
5241,33.0,1,1125,flexible,0,0
5243,97.0,1,1124,strict_14_with_grace_period,0,0
5244,30.0,7,1125,flexible,0,0
5245,15.0,1,1125,moderate,0,0
5246,48.0,2,14,moderate,0,0
5247,70.0,2,1125,strict_14_with_grace_period,0,0
5248,50.0,2,1125,moderate,0,0
5249,65.0,2,1125,flexible,0,0
5250,60.0,2,999,flexible,0,0
5251,70.0,1,1125,moderate,0,0
5252,88.0,2,1125,moderate,0,0
5253,125.0,2,30,moderate,0,0
5254,85.0,30,1125,strict_14_with_grace_period,0,0
5255,100.0,15,1125,strict_14_with_grace_period,0,0
5256,110.0,1,1125,flexible,0,0
5257,130.0,2,1125,strict_14_with_grace_period,0,0
5258,20.0,3,62,moderate,0,0
5259,48.0,2,1125,strict_14_with_grace_period,0,0
5260,25.0,2,15,strict_14_with_grace_period,0,0
5261,100.0,2,1125,strict_14_with_grace_period,0,0
5262,75.0,2,21,moderate,0,0
5263,110.0,3,120,strict_14_with_grace_period,0,0
5264,28.0,1,1125,strict_14_with_grace_period,0,0
5265,75.0,2,1125,moderate,0,0
5266,45.0,2,1125,flexible,0,0
5267,80.0,2,15,strict_14_with_grace_period,0,0
5268,55.0,3,1125,flexible,0,0
5270,15.0,2,7,strict_14_with_grace_period,0,0
5271,160.0,2,1125,strict_14_with_grace_period,0,0
5272,110.0,3,365,flexible,0,1
5273,50.0,2,1125,flexible,0,0
5274,70.0,2,1125,flexible,0,0
5275,35.0,7,1125,strict_14_with_grace_period,0,0
5276,20.0,1,1125,strict_14_with_grace_period,0,0
5277,340.0,2,1125,flexible,0,0
5278,30.0,30,1125,flexible,0,0
5279,138.0,2,730,strict_14_with_grace_period,0,0
5280,138.0,2,730,strict_14_with_grace_period,0,0
5281,30.0,2,60,strict_14_with_grace_period,0,0
5282,80.0,1,1125,flexible,0,0
5283,60.0,2,1125,moderate,0,0
5284,200.0,1,1125,moderate,0,0
5285,124.0,2,1125,moderate,0,0
5286,290.0,3,1125,strict_14_with_grace_period,0,0
5287,85.0,2,60,moderate,0,0
5288,32.0,1,30,flexible,0,0
5289,80.0,2,7,flexible,0,0
5290,90.0,7,1125,strict_14_with_grace_period,0,0
5291,85.0,2,20,flexible,0,0
5292,102.0,2,60,flexible,0,0
5293,120.0,2,1125,strict_14_with_grace_period,0,0
5294,51.0,2,50,flexible,0,0
5295,96.0,7,1125,strict_14_with_grace_period,0,0
5296,65.0,3,30,strict_14_with_grace_period,0,0
5297,110.0,2,1125,strict_14_with_grace_period,0,0
5298,70.0,1,1125,moderate,1,1
5299,85.0,2,7,flexible,0,0
5300,180.0,5,180,moderate,1,1
5301,21.0,1,1125,flexible,0,0
5302,28.0,3,1125,strict_14_with_grace_period,0,0
5303,120.0,2,29,flexible,0,0
5304,220.0,30,300,strict_14_with_grace_period,0,0
5305,90.0,2,700,flexible,0,0
5306,45.0,3,7,strict_14_with_grace_period,0,0
5307,20.0,2,1125,moderate,0,0
5308,42.0,2,1125,moderate,0,0
5309,280.0,2,1125,strict_14_with_grace_period,0,0
5310,120.0,1,15,moderate,0,0
5311,60.0,2,1124,strict_14_with_grace_period,0,0
5312,150.0,3,1125,strict_14_with_grace_period,0,0
5313,110.0,2,1125,moderate,0,0
5314,45.0,2,1125,moderate,0,0
5315,26.0,2,90,flexible,0,0
5316,11.0,4,30,moderate,0,0
5317,65.0,2,1125,flexible,0,0
5318,30.0,2,10,moderate,0,0
5319,35.0,1,1125,moderate,0,0
5320,119.0,3,365,strict_14_with_grace_period,0,0
5321,56.0,3,1125,strict_14_with_grace_period,0,0
5322,60.0,3,1125,moderate,0,0
5323,75.0,5,1125,flexible,0,0
5324,67.0,2,180,strict_14_with_grace_period,0,0
5325,10.0,1,1125,flexible,0,0
5326,200.0,2,1125,strict_14_with_grace_period,0,0
5327,300.0,3,1124,moderate,0,0
5328,25.0,1,1125,flexible,0,0
5329,64.0,1,1125,strict_14_with_grace_period,0,0
5330,53.0,2,1125,strict_14_with_grace_period,0,0
5331,135.0,2,60,moderate,0,0
5332,25.0,2,30,moderate,0,0
5333,94.0,6,1125,strict_14_with_grace_period,0,0
5334,24.0,1,1125,flexible,0,0
5335,207.0,30,1125,strict_14_with_grace_period,0,0
5336,42.0,4,45,strict_14_with_grace_period,0,0
5337,69.0,2,1125,moderate,0,0
5338,20.0,1,1125,flexible,0,0
5339,207.0,30,1125,strict_14_with_grace_period,0,0
5340,49.0,2,34,moderate,0,0
5341,69.0,3,1125,moderate,0,0
5342,150.0,3,1125,strict_14_with_grace_period,0,0
5343,49.0,1,28,flexible,0,0
5344,161.0,3,1125,strict_14_with_grace_period,0,0
5345,52.0,2,1125,strict_14_with_grace_period,0,0
5347,39.0,2,1125,moderate,0,0
5348,25.0,2,90,strict_14_with_grace_period,0,0
5349,25.0,2,1125,moderate,0,0
5350,55.0,14,365,strict_14_with_grace_period,0,0
5351,120.0,5,1125,strict_14_with_grace_period,0,0
5352,125.0,1,1124,strict_14_with_grace_period,0,0
5353,45.0,3,1125,flexible,0,0
5354,150.0,2,10,flexible,0,0
5355,69.0,7,90,strict_14_with_grace_period,0,0
