id,neighbourhood,neighbourhood_group,latitude,longitude,dist_km_sol,dist_km_airport
3721,Chamberí,Chamberí,40.43719,-3.71097,3.614069,13.899644000000013
3722,Delicias,Arganzuela,40.39477,-3.69426,3.468387,15.54558900000001
3723,Chamberí,Chamberí,40.42842,-3.69683,3.0981149999999995,13.012099000000012
3724,Ciudad Lineal,Ciudad Lineal,40.4505,-3.66054,8.296459000000002,9.546587000000006
3726,Tetuán,Moncloa - Aravaca,40.44996,-3.71032,4.791146,14.252491000000008
3727,Chamberí,Chamberí,40.43245,-3.71317,2.889805,14.608827000000009
3728,Chamberí,Chamberí,40.43655,-3.70088,3.462157000000001,13.26272900000001
3729,Centro,Centro,40.42821,-3.70457,2.4835259999999995,13.715960000000011
3730,Nueva España,Chamartín,40.46292,-3.6817,7.638675000000004,11.470543000000005
3731,Puente de Vallecas,Puente de Vallecas,40.39115,-3.67105,5.526442,14.512075000000015
3732,Cortes,Centro,40.41803,-3.69664,2.591511,13.210337000000012
3733,Embajadores,Centro,40.40737,-3.70243,2.28801,15.234650000000013
3734,Arganzuela,Arganzuela,40.40404,-3.69421,2.9538099999999994,14.479831000000017
3735,Puente de Vallecas,Puente de Vallecas,40.39724,-3.66174,5.462205999999999,13.169366000000016
3736,Arganzuela,Arganzuela,40.40536,-3.69646,2.94505,14.846268000000018
3737,Embajadores,Centro,40.41237,-3.70266,1.584641,14.320964000000014
3738,Almenara,Tetuán,40.47082,-3.69612,7.351445000000004,12.747644000000006
3739,Arganzuela,Arganzuela,40.40055,-3.69511,3.110176,15.485223000000012
3740,Tetuán,Tetuán,40.44967,-3.69971,5.079389000000002,13.263941000000004
3741,Malasaña,Centro,40.42276,-3.70239,1.9492,14.121983000000014
3742,Centro,Centro,40.41289,-3.69726,2.057077,13.977797000000017
3743,Arganzuela,Arganzuela,40.40568,-3.69348,2.828587,14.354608000000017
3744,Retiro,Retiro,40.40612,-3.68125,3.349268,13.540439000000015
3745,Embajadores,Centro,40.41019,-3.70411,1.7575659999999995,15.125279000000017
3746,Pacifico,Retiro,40.40363,-3.67862,3.649161,13.658486000000016
3747,Embajadores,Centro,40.41227,-3.70604,1.4030380000000002,14.838807000000015
3748,Sol,Centro,40.42018,-3.70256,1.7843119999999997,13.565672000000015
3749,Centro,Centro,40.4116,-3.7107,1.4081230000000002,14.843892000000018
3750,Almagro,Chamberí,40.43531,-3.69541,3.6598,12.694607000000008
3751,Chamartín,Chamartín,40.46264,-3.68427,7.370349000000004,11.463088
3752,Centro,Centro,40.42237,-3.70239,1.950533,13.842291000000015
3753,Tetuán,Tetuán,40.45062,-3.69993,5.015133000000002,13.188278000000004
3754,Centro,Centro,40.42134,-3.70265,1.838564,13.730322000000015
3755,Palos do Moguer,Arganzuela,40.4017,-3.69196,3.4138409999999992,14.939862000000016
3756,Villaverde,Villaverde,40.34325,-3.70843,10.038668000000005,20.484711999999984
3757,Justicia,Centro,40.42213,-3.7005,2.634235,13.487527000000016
3758,Delicias,Arganzuela,40.39942,-3.69177,3.50993,14.923089000000015
3759,Gaztambide,Chamberí,40.43269,-3.71331,2.889805,14.608827000000009
3760,Salamanca,Salamanca,40.43045,-3.67458,4.730835000000001,11.086585000000008
3761,Centro,Centro,40.41775,-3.70938,0.8963199999999998,14.898847000000016
3762,Malasaña,Centro,40.42654,-3.70195,2.50423,13.618879000000016
3763,Carabanchel,Carabanchel,40.39243,-3.72166,4.484466,17.920234999999987
3764,Centro,Centro,40.41114,-3.69592,2.25305,13.87841200000002
3765,Usera,Usera,40.39077,-3.7065,4.045800999999999,16.662774000000002
3766,Chamberí,Chamberí,40.44575,-3.70514,4.46837,13.81858400000001
3767,Palacio,Centro,40.4189,-3.70836,1.257762,14.187469000000016
3768,Cortes,Centro,40.41297,-3.69437,2.2521909999999994,13.877553000000018
3769,Embajadores,Centro,40.40591,-3.7006,2.277392,15.099384000000017
3770,Guindalera,Salamanca,40.43111,-3.66679,5.254106000000002,10.320110000000009
3771,Puente de Vallecas,Puente de Vallecas,40.39071,-3.65236,6.592482000000002,13.521696
3772,Centro,Centro,40.4155,-3.70436,0.104131,14.106658000000015
3773,Malasaña,Centro,40.42282,-3.70143,2.023052,13.914810000000015
3774,Carabanchel,Carabanchel,40.37042,-3.76117,8.639543999999999,22.075312999999976
3775,Embajadores,Centro,40.4104,-3.69519,2.017587,13.992411000000018
3776,Centro,Centro,40.4069,-3.69963,2.300199,14.750954000000016
3777,Centro,Centro,40.42234,-3.70107,2.023052,13.914810000000015
3778,Centro,Centro,40.42597,-3.70077,2.4126159999999994,13.679321000000014
3779,Malasaña,Centro,40.42176,-3.70188,2.023052,13.914810000000015
3780,Aluche,Latina,40.41533,-3.7245,2.365334,16.13043200000001
3781,Cuatro Caminos,Tetuán,40.44852,-3.70099,4.720034,13.667657000000007
3782,Puente de Vallecas,Puente de Vallecas,40.38596,-3.64299,7.541126,12.776698
3783,Moncloa,Moncloa - Aravaca,40.45645,-3.71414,5.665400000000002,14.185362000000008
3784,Prosperidad,Chamartín,40.44296,-3.67457,5.9532750000000005,11.008045000000006
3785,Aluche,Latina,40.40678,-3.74278,4.120387,17.885484999999985
3786,Sol,Centro,40.41812,-3.70296,1.968772,13.837559000000017
3787,Centro,Centro,40.41567,-3.69738,1.860518,13.552003000000015
3788,Delicias,Arganzuela,40.39936,-3.69598,3.000322,15.375369000000012
3789,Centro,Centro,40.42278,-3.69781,2.885819,13.174683000000016
3790,Moncloa,Moncloa - Aravaca,40.42714,-3.72044,2.699771,15.207539000000011
3791,Centro,Centro,40.42287,-3.69613,2.772588,13.061452000000015
3792,La Latina,Centro,40.41214,-3.70953,1.550909,14.986678000000014
3793,Justicia,Centro,40.4263,-3.70134,2.436393,13.551042000000017
3794,Centro,Centro,40.42125,-3.70155,1.905568,13.797326000000016
3795,Palos do Moguer,Arganzuela,40.40438,-3.69813,2.548478,15.062303000000014
3796,Salamanca,Salamanca,40.43714,-3.67229,5.919999000000001,10.943902000000008
3797,Retiro,Retiro,40.41466,-3.675,4.977090000000001,12.089256000000008
3798,Malasaña,Centro,40.42059,-3.70197,1.945769,13.837527000000016
3799,Vallehermosa,Chamberí,40.44559,-3.7062,4.203176999999999,13.97000300000001
3800,Almenara,Tetuán,40.46596,-3.6949,6.753918000000002,12.663484000000004
3801,Retiro,Retiro,40.40621,-3.67988,3.662793,13.311120000000017
3802,Arganzuela,Arganzuela,40.40512,-3.71251,2.121979,15.557748000000014
3803,Centro,Centro,40.40724,-3.69949,2.300199,14.750954000000016
3804,Salamanca,Salamanca,40.42804,-3.66721,5.378068000000002,10.340897000000009
3805,Sol,Centro,40.41981,-3.70112,1.891674,13.458310000000017
3806,Goya,Salamanca,40.42326,-3.67704,4.078948,11.31558400000001
3807,Centro,Centro,40.41745,-3.70212,2.074634,13.943421000000017
3808,Centro,Centro,40.40836,-3.70404,1.657836,15.093605000000014
3809,Trafalgar,Chamberí,40.43582,-3.70312,3.158248999999999,13.575499000000011
3810,Lista,Salamanca,40.43399,-3.6743,5.377286000000002,11.211777000000009
3811,Guindalera,Salamanca,40.43755,-3.66837,6.0035890000000025,10.689142000000006
3812,La Latina,Centro,40.41061,-3.70838,1.3439290000000004,14.77969800000002
3813,Tetuán,Tetuán,40.45227,-3.70518,5.131607000000002,13.617493000000009
3814,Tetuán,Tetuán,40.44762,-3.70462,4.514978999999999,13.86519300000001
3815,Embajadores,Centro,40.41108,-3.70658,1.2875040000000002,14.723273000000017
3816,Trafalgar,Chamberí,40.43164,-3.70364,2.753765,13.683737000000017
3817,Sol,Centro,40.41499,-3.70661,1.1877480000000002,14.685665000000016
3818,Justicia,Centro,40.42404,-3.6994,2.815953999999999,13.414696000000015
3819,Chamartín,Chamartín,40.43898,-3.67766,6.001578000000001,11.012573000000009
3820,Centro,Centro,40.41503,-3.71251,0.92961,14.932137000000017
3821,Prosperidad,Chamartín,40.44252,-3.67356,5.953722000000001,11.008492000000006
3822,Tetuán,Tetuán,40.4557,-3.70296,5.297139000000002,13.113375000000003
3823,Centro,Centro,40.41722,-3.70718,1.1986280000000002,14.635327000000016
3824,Salamanca,Salamanca,40.4268,-3.67424,4.4573670000000005,11.060445000000009
3825,Hortaleza,Hortaleza,40.46272,-3.6533,9.06448,8.804917000000005
3826,Embajadores,Centro,40.40799,-3.70942,1.7203529999999998,15.156122000000014
3827,Moncloa,Moncloa - Aravaca,40.42872,-3.71798,2.691355,15.002203000000016
3828,Ciudad Lineal,Ciudad Lineal,40.43863,-3.65195,6.876388000000002,9.049755000000005
3829,Centro,Centro,40.42223,-3.6975,2.669458,13.443493000000016
3830,Palacio,Centro,40.41332,-3.71362,1.238082,15.240609000000015
3831,Justicia,Centro,40.42365,-3.69653,2.918949,13.207813000000016
3832,Centro,Centro,40.41099,-3.69829,1.983185,14.283817000000012
3833,Argüelles,Moncloa - Aravaca,40.42125,-3.71517,2.1445509999999994,15.035345000000016
3834,Centro,Centro,40.42267,-3.70256,1.9492,14.121983000000014
3835,Centro,Centro,40.42218,-3.70295,1.950533,13.842291000000015
3836,Palacio,Centro,40.42038,-3.71317,1.722189,14.552770000000017
3837,Centro,Centro,40.4131,-3.69902,1.907621,13.84362900000002
3838,Centro,Centro,40.42133,-3.70511,1.721597,13.894380000000016
3839,Cortes,Centro,40.41223,-3.69569,2.110046,13.735408000000014
3840,Centro,Centro,40.41493,-3.70816,0.815169,14.771158000000018
3841,Salamanca,Salamanca,40.43727,-3.67156,5.9227250000000025,10.679013000000008
3842,Puente de Vallecas,Puente de Vallecas,40.39172,-3.6553,6.021456,13.460505
3843,Aluche,Latina,40.39128,-3.74323,5.406670999999999,19.018825999999983
3844,Arganzuela,Arganzuela,40.4053,-3.71362,2.323084,15.75885300000001
3845,Puente de Vallecas,Puente de Vallecas,40.39433,-3.66819,5.20363,13.832888000000017
3846,Salamanca,Salamanca,40.43726,-3.68389,4.743726,11.469566000000006
3847,Guindalera,Salamanca,40.43738,-3.67509,6.0106350000000015,10.756847000000008
3848,Tetuán,Tetuán,40.46734,-3.69278,7.044818000000003,12.335149000000005
3849,Goya,Salamanca,40.42758,-3.67392,4.515200000000001,11.118278000000004
3850,Centro,Centro,40.4096,-3.69423,2.126671,14.101495000000018
3851,Goya,Salamanca,40.42809,-3.67359,4.671427000000001,10.880168000000008
3852,Centro,Centro,40.42089,-3.69905,2.38296,13.429864000000016
3853,Tetuán,Tetuán,40.45131,-3.69536,5.272909000000001,12.727915000000005
3854,Justicia,Centro,40.42031,-3.69911,2.38296,13.429864000000016
3855,Justicia,Centro,40.42048,-3.69905,2.38296,13.429864000000016
3856,Centro,Centro,40.42043,-3.69821,2.4586779999999995,13.505582000000016
3857,Arganzuela,Arganzuela,40.40205,-3.71499,2.705942,16.141711000000008
3858,Centro,Centro,40.41227,-3.69615,1.991042,13.818513000000015
3859,Arganzuela,Arganzuela,40.3892,-3.68802,4.426496000000001,15.90165800000001
3860,Ciudad Lineal,Ciudad Lineal,40.47587,-3.67177,10.095057,10.423123000000004
3861,Vallehermosa,Chamberí,40.44074,-3.70542,4.128874000000001,14.120985000000012
3862,Centro,Centro,40.4224,-3.70832,1.466627,14.164690000000013
3863,Chamberí,Chamberí,40.4323,-3.71346,2.889805,14.608827000000009
3864,Centro,Centro,40.4235,-3.70515,1.89896,14.163111000000011
3865,Centro,Centro,40.41501,-3.70182,2.062243,13.825499000000018
3866,Arganzuela,Arganzuela,40.40354,-3.71631,2.468563,15.904332000000007
3867,Centro,Centro,40.40854,-3.69983,2.5992930000000003,14.574743000000014
3868,Centro,Centro,40.42078,-3.69632,2.6432930000000003,13.291272000000015
3869,Trafalgar,Chamberí,40.43116,-3.70443,2.613318,13.83783500000001
3870,Hortaleza,Hortaleza,40.48899,-3.64949,12.470385,9.255469000000003
3871,Centro,Centro,40.41095,-3.70618,1.3775030000000004,14.81327200000002
3872,Embajadores,Centro,40.40828,-3.69669,2.5981750000000003,14.967386000000015
3873,Centro,Centro,40.40734,-3.69763,2.487027,14.856238000000015
3874,Centro,Centro,40.40709,-3.69764,2.487027,14.856238000000015
3875,Almagro,Chamberí,40.43686,-3.6992,3.906379,12.940614000000012
3876,Salamanca,Salamanca,40.43564,-3.6613,6.2077810000000015,9.997301000000006
3877,Centro,Centro,40.41239,-3.70698,1.099702,14.535471000000015
3878,Centro,Centro,40.41996,-3.70184,2.234712,13.505086000000018
3879,Estrella,Retiro,40.4177,-3.66766,5.176106000000002,11.724071000000007
3880,Arapiles,Chamberí,40.43669,-3.70636,3.332184,13.943707000000009
3881,Centro,Centro,40.41201,-3.6964,1.904357,13.93177100000002
3883,Centro,Centro,40.42556,-3.70965,2.017718,14.314777000000014
3884,Fuencarral-el Pardo,Fuencarral - El Pardo,40.48653,-3.7177,9.600226,14.255778000000008
3885,Chamberí,Moncloa - Aravaca,40.436,-3.7182,3.2871649999999994,14.69530200000001
3886,Villa de Vallecas,Villa de Vallecas,40.36172,-3.5944,13.024375000000006,16.266111000000002
3887,Centro,Centro,40.42295,-3.70267,1.9492,14.121983000000014
3888,Tetuán,Tetuán,40.45838,-3.70326,5.677987000000002,13.109373000000003
3889,Centro,Centro,40.4267,-3.70394,2.448277,13.720953000000016
3890,Moncloa,Moncloa - Aravaca,40.45801,-3.78207,9.495912999999998,21.530821999999983
3891,Chamberí,Chamberí,40.43464,-3.70863,3.364453,13.97597600000001
3892,Usera,Usera,40.38338,-3.7036,5.144077000000002,17.257291999999982
3893,Embajadores,Centro,40.40992,-3.70833,1.567465,15.003234000000017
3894,Aluche,Latina,40.40817,-3.73667,3.5593189999999995,17.324416999999986
3895,Aluche,Latina,40.40722,-3.75015,5.357199,19.12229699999999
3896,Cuatro Caminos,Tetuán,40.45193,-3.69901,5.471298000000001,12.972670000000004
3897,Justicia,Centro,40.42203,-3.69494,2.643431,13.291410000000017
3898,Usera,Usera,40.37394,-3.69331,6.277738999999999,17.079103999999997
3899,Puente de Vallecas,Puente de Vallecas,40.39839,-3.66784,4.904076999999999,13.567865000000015
3900,Tetuán,Tetuán,40.45262,-3.69557,5.583182000000002,12.739133000000006
3901,Centro,Centro,40.41631,-3.70699,0.446113,14.448640000000012
3902,Aluche,Latina,40.39464,-3.76785,6.8265080000000005,20.591605999999988
3903,Arapiles,Chamberí,40.43833,-3.70949,3.663130999999999,13.65524200000001
3904,Puente de Vallecas,Puente de Vallecas,40.38994,-3.63833,7.735429,12.48709
3905,Retiro,Retiro,40.40636,-3.6806,3.457276,13.401916000000016
3906,San Blas,San Blas - Canillejas,40.43498,-3.61825,9.774865,6.981671999999998
3907,Arganzuela,Arganzuela,40.40216,-3.69753,2.737425,15.098357000000014
3908,Carabanchel,Carabanchel,40.39448,-3.72765,4.699548000000001,18.135316999999983
3909,Moncloa,Moncloa - Aravaca,40.43775,-3.71895,4.858441000000002,16.16309500000001
3910,Imperial,Arganzuela,40.40362,-3.71814,2.802432,16.238201000000007
3911,La Latina,Centro,40.40932,-3.70546,1.537549,14.973318000000017
3912,Embajadores,Centro,40.41305,-3.7009,1.5183940000000002,14.254717000000015
3913,Tetuán,Tetuán,40.46731,-3.69461,6.842152000000002,12.533339000000003
3914,Lista,Salamanca,40.42977,-3.67129,4.943606000000002,10.686380000000009
3915,Trafalgar,Chamberí,40.43243,-3.70207,2.9358329999999992,13.656600000000012
3916,Centro,Centro,40.41551,-3.69796,1.776631,13.712639000000015
3917,Centro,Centro,40.41232,-3.71631,1.57489,15.372015000000014
3918,Arganzuela,Arganzuela,40.40229,-3.70684,2.4800309999999994,15.79219900000001
3919,Fuencarral-el Pardo,Fuencarral - El Pardo,40.49084,-3.69163,10.625483999999998,13.629003000000006
3920,Embajadores,Centro,40.41256,-3.70135,1.5078260000000003,14.244149000000016
3921,Palacio,Centro,40.41697,-3.70975,0.9879199999999998,14.990447000000014
3922,Carabanchel,Carabanchel,40.39517,-3.73175,4.961697999999998,18.445528999999983
3923,Salamanca,Salamanca,40.43406,-3.67865,5.000633000000001,11.449708000000006
3924,Moncloa,Moncloa - Aravaca,40.4696,-3.73642,8.595927000000005,15.955005000000003
3925,Justicia,Centro,40.42013,-3.69846,2.4586779999999995,13.505582000000016
3926,La Latina,Centro,40.41251,-3.71116,1.4692900000000002,15.183802000000014
3927,Embajadores,Centro,40.4115,-3.70667,1.235651,14.671420000000015
3928,Palacio,Centro,40.41287,-3.71278,1.3792679999999995,15.093780000000017
3929,Embajadores,Centro,40.40679,-3.69913,2.300199,14.750954000000016
3931,Acacias,Arganzuela,40.4002,-3.70072,3.014124,15.751296000000009
3932,Centro,Centro,40.41164,-3.70644,1.235651,14.671420000000015
3933,Centro,Centro,40.42585,-3.70381,2.157411,13.846694000000015
3934,La Latina,Centro,40.41332,-3.70636,1.200616,14.376883000000015
3935,Justicia,Centro,40.4225,-3.69761,2.669458,13.443493000000016
3936,Centro,Centro,40.41195,-3.70019,1.895477,14.308173000000014
3937,Berruguete,Tetuán,40.46043,-3.70414,6.218435000000003,13.225606000000004
3938,Centro,Centro,40.41281,-3.69703,2.088489,13.92127300000002
3939,Embajadores,Centro,40.41119,-3.7038,1.7485019999999998,14.775298000000015
3940,Lista,Salamanca,40.43107,-3.67266,5.071434000000001,10.964838000000007
3941,Gaztambide,Chamberí,40.43681,-3.71666,3.54069,14.48243900000001
3942,Centro,Centro,40.42452,-3.70508,1.924899,14.357238000000011
3943,Centro,Centro,40.40816,-3.70329,2.14183,14.93543100000002
3944,Centro,Centro,40.42457,-3.70246,2.184948,13.914270000000014
3945,Centro,Centro,40.41052,-3.69672,2.009505,14.239421000000016
3946,Aluche,Latina,40.41272,-3.72917,2.656303,16.421401000000007
3947,Centro,Centro,40.42449,-3.71108,1.927115,14.625178000000014
3948,Palacio,Centro,40.40879,-3.71101,1.59825,15.034019000000017
3949,Cuatro Caminos,Tetuán,40.44821,-3.70086,4.720034,13.667657000000007
3950,Embajadores,Centro,40.41296,-3.70696,1.200616,14.376883000000015
3951,La Latina,Centro,40.41304,-3.70726,1.0289659999999998,14.464735000000015
3952,Chamberí,Chamberí,40.43653,-3.7169,3.54069,14.48243900000001
3953,Rios Rosas,Chamberí,40.43973,-3.69835,4.114219,12.96391100000001
3954,Centro,Centro,40.4075,-3.69969,2.700914,14.676364000000016
3955,Centro,Centro,40.4211,-3.69612,2.5530780000000006,13.201057000000016
3956,Puente de Vallecas,Puente de Vallecas,40.39221,-3.6596,5.757759999999999,13.881391000000002
3957,Centro,Centro,40.4148,-3.71157,0.930979,14.933506000000015
3958,Justicia,Centro,40.42138,-3.69727,2.6976360000000006,13.280391000000018
3959,Chamberí,Chamberí,40.43796,-3.69251,4.137057,12.210099000000003
3960,Embajadores,Centro,40.40835,-3.70205,1.924442,14.950541000000015
3961,Tetuán,Tetuán,40.46333,-3.70578,6.435499000000003,13.229341000000003
3962,Salamanca,Salamanca,40.4252,-3.679,4.095484,11.34140600000001
3963,Centro,Centro,40.4232,-3.70453,1.973728,14.146511000000013
3964,Salamanca,Salamanca,40.43799,-3.67284,5.860334000000001,10.606546000000003
3965,Centro,Centro,40.41734,-3.7009,1.861553,13.487327000000016
3966,Sol,Centro,40.42022,-3.70353,1.689248,13.660736000000016
3967,Centro,Centro,40.40949,-3.70634,1.473691,14.909460000000015
3968,Sol,Centro,40.41552,-3.70842,0.593635,14.596162000000016
3969,Chamartín,Chamartín,40.45565,-3.66614,7.742548000000003,10.327449000000003
3970,Pacifico,Retiro,40.40449,-3.68219,3.3551459999999995,13.637811000000015
3971,Carabanchel,Carabanchel,40.38633,-3.73198,5.524825000000001,18.960593999999983
3972,Arganzuela,Arganzuela,40.39966,-3.69705,3.000322,15.375369000000012
3973,La Latina,Centro,40.40935,-3.70893,1.51523,14.950999000000014
3974,Centro,Centro,40.42438,-3.6974,2.835001,13.303560000000015
3975,Centro,Centro,40.41103,-3.69948,2.056401,14.416031000000014
3976,Malasaña,Centro,40.42432,-3.70174,2.160238,14.115920000000015
3977,Imperial,Arganzuela,40.40562,-3.72126,3.006136,16.441905000000006
3978,Centro,Centro,40.41299,-3.69836,1.981916,13.917924000000015
3979,Centro,Centro,40.42301,-3.70009,2.528828,13.382120000000011
3980,Centro,Centro,40.40998,-3.69614,2.009505,14.239421000000016
3981,Delicias,Arganzuela,40.4001,-3.69758,3.2527649999999992,15.627812000000011
3982,Arganzuela,Arganzuela,40.39973,-3.69714,3.0804089999999995,15.455456000000012
3983,Arganzuela,Arganzuela,40.3999,-3.69728,3.0804089999999995,15.455456000000012
3984,Puente de Vallecas,Puente de Vallecas,40.39203,-3.66529,5.561391,13.908103000000017
3985,Bellas Vistas,Tetuán,40.45349,-3.70708,5.476665000000001,13.779152000000003
3986,Puente de Vallecas,Puente de Vallecas,40.39521,-3.66847,5.427514,13.774226000000017
3987,Embajadores,Centro,40.40827,-3.70287,2.14183,14.93543100000002
3988,Tetuán,Tetuán,40.45556,-3.69671,5.7665900000000025,12.710612000000005
3989,Palacio,Centro,40.41808,-3.71051,1.050007,15.052534000000014
3990,Centro,Centro,40.41227,-3.6948,2.173979,13.799341000000014
3991,Centro,Centro,40.40864,-3.71198,1.828546,15.331333000000011
3992,Imperial,Arganzuela,40.41189,-3.7196,2.071327,15.83642500000001
3993,Ciudad Lineal,Ciudad Lineal,40.47974,-3.66689,10.179735000000004,9.458311000000007
3994,Centro,Centro,40.40949,-3.69925,2.473567,14.449017000000014
3995,Arganzuela,Arganzuela,40.40154,-3.69668,2.889786,15.113168000000016
3996,Centro,Centro,40.42952,-3.71043,2.570839,14.154000000000014
3997,Centro,Centro,40.41688,-3.69874,2.00472,13.429111000000017
3998,Embajadores,Centro,40.41105,-3.69842,1.983185,14.283817000000012
3999,Rios Rosas,Chamberí,40.44509,-3.69697,4.754875000000001,13.180617000000012
4000,Aluche,Latina,40.41094,-3.72901,2.894368,16.659466000000002
4001,Malasaña,Centro,40.42633,-3.70688,1.908242,14.080271000000016
4002,Lista,Salamanca,40.43078,-3.67792,4.672099999999999,11.475462000000007
4003,Centro,Centro,40.4183,-3.70763,0.927164,14.363863000000016
4004,Centro,Centro,40.42429,-3.69264,3.047148999999999,12.892869000000012
4005,Sol,Centro,40.4163,-3.70555,0.192046,14.194573000000014
4006,Ciudad Lineal,Ciudad Lineal,40.426,-3.65718,6.194490000000002,9.997194000000006
4007,Centro,Centro,40.41324,-3.71216,1.3221740000000002,15.184674000000014
4008,Carabanchel,Carabanchel,40.40281,-3.72373,3.3292839999999995,16.765052999999998
4009,Centro,Centro,40.42751,-3.70116,2.607229,13.522947000000014
4010,Centro,Centro,40.42867,-3.703,2.79354,13.525786000000014
4011,Carabanchel,Carabanchel,40.3856,-3.74555,6.411973999999997,20.024128999999988
4012,Embajadores,Centro,40.41258,-3.69997,1.910695,14.261733000000016
4013,Malasaña,Centro,40.42731,-3.70354,2.372083999999999,13.644760000000012
4014,Ciudad Lineal,Ciudad Lineal,40.43199,-3.65043,6.755630000000001,8.927159000000001
4016,Guindalera,Salamanca,40.43097,-3.67141,5.119570000000001,10.838204000000005
4017,Ciudad Lineal,Ciudad Lineal,40.42659,-3.65943,6.220654000000002,10.115311000000007
4018,Centro,Centro,40.42625,-3.70265,2.462796,13.683861000000014
4019,La Latina,Centro,40.40944,-3.70395,1.7085249999999998,15.076238000000016
4020,La Latina,Centro,40.41038,-3.70913,1.395171,14.830940000000016
4021,Goya,Salamanca,40.4277,-3.67347,4.515200000000001,11.118278000000004
4022,Centro,Centro,40.41233,-3.69547,2.110046,13.735408000000014
4023,Ciudad Lineal,Ciudad Lineal,40.42688,-3.65861,6.332013000000002,9.945155000000009
4024,Cortes,Centro,40.41891,-3.69782,2.225252,13.124732000000014
4025,Sol,Centro,40.41446,-3.70555,1.2594690000000002,14.757386000000016
4026,Fuencarral-el Pardo,Fuencarral - El Pardo,40.48584,-3.68622,9.781842,12.917379000000006
4027,Palacio,Centro,40.41875,-3.70858,1.3536940000000002,14.283401000000016
4028,Guindalera,Salamanca,40.4384,-3.67394,5.943892000000001,10.690104000000009
4029,Castellana,Salamanca,40.43029,-3.68515,3.996758999999999,11.921279000000007
4030,Arganzuela,Arganzuela,40.3914,-3.69532,3.860079,16.037115000000007
4031,Retiro,Retiro,40.40393,-3.68093,3.433203,13.562094000000016
4032,Castellana,Salamanca,40.43527,-3.68098,4.760818,11.452565000000003
4033,Arapiles,Chamberí,40.43314,-3.70889,3.0087489999999995,14.157665000000009
4034,Nueva España,Chamartín,40.46013,-3.67618,7.236859000000003,10.613163000000002
4035,Justicia,Centro,40.42027,-3.69978,2.32385,13.370754000000016
4036,Salamanca,Salamanca,40.4265,-3.66994,5.201400000000001,11.547346000000008
4037,Justicia,Centro,40.42019,-3.70008,2.32385,13.370754000000016
4038,Justicia,Centro,40.4207,-3.6996,2.805639,13.579674000000011
4039,Centro,Centro,40.42667,-3.7045,2.182979,13.819803000000014
4040,Chamartín,Chamartín,40.45613,-3.66516,7.711475000000002,10.197862000000002
4041,Arganzuela,Arganzuela,40.40216,-3.69026,3.429094,14.955115000000015
4042,Puente de Vallecas,Puente de Vallecas,40.40217,-3.66272,5.396931,12.856434000000013
4043,Puente de Vallecas,Puente de Vallecas,40.39527,-3.67108,5.158600000000001,13.929708000000018
4044,Arganzuela,Arganzuela,40.40339,-3.70007,2.637295,15.192463000000014
4045,Sol,Centro,40.41538,-3.70828,0.815169,14.771158000000018
4046,Centro,Centro,40.40878,-3.69841,2.817845,15.187056000000014
4047,Embajadores,Centro,40.41069,-3.70616,1.3775030000000004,14.81327200000002
4048,Centro,Centro,40.41059,-3.70459,1.6618229999999998,15.097592000000017
4049,Puente de Vallecas,Puente de Vallecas,40.38869,-3.66698,5.952992999999999,14.318529000000018
4050,Centro,Centro,40.42271,-3.70582,1.885954,14.058737000000017
4051,Centro,Centro,40.42083,-3.71206,1.643965,14.474546000000013
4052,Carabanchel,Carabanchel,40.39249,-3.70836,4.317549999999999,17.429583999999984
4053,Prosperidad,Chamartín,40.44368,-3.66897,6.376732000000002,11.033058000000008
4054,Centro,Centro,40.42274,-3.70218,1.950533,13.842291000000015
4055,Rios Rosas,Chamberí,40.44085,-3.69539,4.130424,12.752017000000007
4056,Cortes,Centro,40.41383,-3.70152,1.365587,14.101910000000018
4057,Ciudad Jardin,Chamartín,40.45128,-3.67126,7.122437000000002,11.157200000000003
4058,Castillejos,Tetuán,40.45973,-3.69412,6.226178000000004,12.103987000000004
4059,Carabanchel,Carabanchel,40.39563,-3.73558,4.714597999999999,18.32675299999999
4060,Arganzuela,Arganzuela,40.40248,-3.69709,2.802653,15.163585000000014
4061,Moncloa,Moncloa - Aravaca,40.42516,-3.7287,3.5848760000000004,16.539899000000005
4062,Embajadores,Centro,40.40875,-3.70433,1.640385,15.076154000000017
4063,Aluche,Latina,40.39665,-3.76283,6.420945999999999,20.186043999999985
4064,Vallehermosa,Chamberí,40.4419,-3.70724,4.087234,14.079345000000012
4065,Embajadores,Centro,40.40806,-3.7091,1.6774119999999997,15.113181000000017
4066,Retiro,Retiro,40.40412,-3.67479,4.129623,13.219936000000017
4067,Centro,Centro,40.40905,-3.69758,2.817845,15.187056000000014
4068,Centro,Centro,40.42664,-3.70252,2.50423,13.618879000000016
4069,Embajadores,Centro,40.40801,-3.70879,1.958777,15.394546000000012
4070,Centro,Centro,40.42734,-3.70339,2.372083999999999,13.644760000000012
4071,Palacio,Centro,40.41092,-3.70974,1.475325,14.911094000000016
4072,Centro,Centro,40.40997,-3.70158,1.911867,14.701539000000016
4073,Ciudad Lineal,Ciudad Lineal,40.43976,-3.63812,8.460147000000003,7.804990999999998
4074,Malasaña,Centro,40.42318,-3.70286,1.9492,14.121983000000014
4075,Centro,Centro,40.41934,-3.70623,1.4442420000000005,13.882278000000015
