id,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,days_since_last_review,days_since_first_review,number_of_reviews_en,number_of_reviews_es,number_of_reviews_otros
4693,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.06,1018,1051,1.0,1.0,0.0
4694,173,55,96.0,10.0,10.0,9.0,10.0,10.0,9.0,4.42,14,1172,79.0,56.0,38.0
4695,0,0,,,,,,,,,-1,-1,,,
4696,32,12,97.0,10.0,9.0,9.0,10.0,10.0,10.0,0.99,21,972,17.0,14.0,1.0
4697,203,66,88.0,9.0,9.0,10.0,10.0,10.0,8.0,5.37,3,1132,78.0,98.0,27.0
4698,32,12,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.85,1,1129,29.0,2.0,1.0
4699,10,8,94.0,10.0,9.0,10.0,10.0,9.0,10.0,0.39,4,762,2.0,7.0,1.0
4700,5,2,96.0,9.0,10.0,10.0,10.0,10.0,9.0,0.18,209,851,1.0,2.0,2.0
4701,59,45,88.0,9.0,9.0,10.0,10.0,10.0,9.0,1.52,18,1165,16.0,33.0,10.0
4702,98,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.52,47,1166,59.0,27.0,12.0
4703,153,26,93.0,9.0,10.0,9.0,9.0,10.0,9.0,3.93,16,1165,77.0,45.0,31.0
4704,34,2,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.89,33,1145,14.0,17.0,3.0
4705,104,36,83.0,9.0,8.0,10.0,9.0,10.0,8.0,2.7,8,1152,37.0,53.0,14.0
4706,36,12,93.0,10.0,10.0,9.0,10.0,10.0,9.0,0.94,82,1153,14.0,18.0,4.0
4707,84,17,87.0,9.0,9.0,9.0,9.0,9.0,9.0,2.16,21,1167,17.0,60.0,7.0
4708,34,11,91.0,9.0,10.0,10.0,9.0,10.0,9.0,0.87,44,1165,15.0,19.0,0.0
4709,82,22,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2.18,5,1126,62.0,4.0,16.0
4710,9,2,94.0,9.0,9.0,10.0,10.0,10.0,10.0,0.23,298,1167,4.0,5.0,0.0
4711,179,50,94.0,9.0,10.0,9.0,10.0,10.0,9.0,4.63,14,1159,107.0,40.0,32.0
4712,84,31,93.0,10.0,10.0,10.0,10.0,10.0,9.0,2.16,12,1162,40.0,40.0,4.0
4713,51,22,93.0,9.0,9.0,10.0,10.0,9.0,9.0,1.31,11,1166,20.0,24.0,7.0
4714,110,36,87.0,9.0,9.0,10.0,10.0,10.0,9.0,2.89,15,1139,48.0,46.0,16.0
4715,208,70,93.0,9.0,10.0,9.0,9.0,10.0,9.0,5.4,3,1153,72.0,123.0,13.0
4716,2,0,70.0,9.0,8.0,10.0,7.0,10.0,8.0,0.09,367,644,1.0,0.0,1.0
4717,95,24,83.0,9.0,9.0,10.0,10.0,10.0,8.0,2.51,40,1132,33.0,46.0,16.0
4718,7,0,97.0,10.0,10.0,9.0,9.0,10.0,9.0,0.25,396,834,4.0,3.0,0.0
4719,67,29,87.0,9.0,8.0,9.0,9.0,10.0,9.0,1.73,14,1161,34.0,19.0,14.0
4720,0,0,,,,,,,,,-1,-1,,,
4721,1,0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.03,1057,1057,1.0,0.0,0.0
4722,233,67,99.0,10.0,10.0,10.0,10.0,10.0,10.0,5.99,9,1165,178.0,23.0,32.0
4723,4,0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,0.11,971,1139,3.0,1.0,0.0
4724,9,0,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0.24,744,1104,5.0,4.0,0.0
4725,189,59,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.89,14,1158,96.0,57.0,36.0
4726,88,55,92.0,10.0,9.0,10.0,10.0,10.0,9.0,2.3,4,1148,34.0,40.0,14.0
4727,35,6,98.0,10.0,10.0,10.0,10.0,10.0,9.0,0.91,110,1146,15.0,12.0,8.0
4728,95,42,94.0,10.0,10.0,10.0,10.0,10.0,9.0,2.48,5,1146,43.0,34.0,18.0
4729,262,97,86.0,9.0,8.0,9.0,10.0,10.0,8.0,6.81,14,1153,65.0,151.0,46.0
4730,165,41,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.39,9,1125,118.0,24.0,23.0
4731,173,10,96.0,10.0,10.0,10.0,10.0,10.0,9.0,4.45,300,1163,80.0,75.0,18.0
4732,24,3,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.73,186,985,14.0,9.0,1.0
4733,66,21,97.0,10.0,10.0,10.0,10.0,10.0,9.0,1.77,37,1119,42.0,14.0,10.0
4734,121,26,99.0,10.0,10.0,10.0,10.0,10.0,9.0,3.17,18,1144,87.0,19.0,15.0
4735,44,11,97.0,10.0,10.0,10.0,10.0,10.0,10.0,1.14,7,1157,19.0,22.0,3.0
4736,1,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.14,218,218,1.0,0.0,0.0
4737,19,0,92.0,10.0,9.0,9.0,9.0,10.0,9.0,0.5,852,1146,4.0,15.0,0.0
4738,50,9,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.34,26,1114,20.0,25.0,5.0
4739,15,15,87.0,9.0,8.0,10.0,10.0,10.0,9.0,3.44,7,129,1.0,12.0,2.0
4740,22,20,96.0,10.0,10.0,10.0,10.0,10.0,9.0,0.6,30,1107,10.0,5.0,7.0
4741,0,0,,,,,,,,,-1,-1,,,
4742,19,6,93.0,10.0,8.0,10.0,10.0,10.0,9.0,0.51,8,1118,7.0,10.0,2.0
4743,25,5,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0.68,9,1105,14.0,2.0,9.0
4744,0,0,,,,,,,,,-1,-1,,,
4745,46,21,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.4,40,985,19.0,18.0,9.0
4746,32,1,92.0,9.0,9.0,9.0,9.0,9.0,9.0,0.83,289,1160,17.0,13.0,2.0
4747,212,93,91.0,10.0,9.0,9.0,9.0,10.0,9.0,5.63,11,1128,127.0,62.0,23.0
4748,126,41,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.26,48,1156,56.0,52.0,18.0
4749,128,41,96.0,10.0,9.0,10.0,10.0,9.0,9.0,3.34,15,1146,32.0,76.0,20.0
4750,55,10,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.45,7,1139,19.0,29.0,7.0
4751,29,13,94.0,9.0,10.0,10.0,10.0,9.0,9.0,0.77,5,1132,6.0,17.0,6.0
4752,88,18,93.0,9.0,9.0,10.0,10.0,10.0,9.0,2.29,32,1153,14.0,66.0,8.0
4753,47,5,90.0,9.0,9.0,9.0,10.0,10.0,9.0,1.21,33,1164,22.0,20.0,5.0
4754,15,1,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0.39,285,1159,2.0,12.0,1.0
4755,119,55,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.59,22,992,23.0,86.0,10.0
4756,25,0,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.65,373,1160,8.0,13.0,4.0
4757,107,23,84.0,9.0,8.0,9.0,8.0,9.0,8.0,2.79,28,1147,44.0,45.0,18.0
4758,88,23,99.0,10.0,10.0,10.0,10.0,10.0,10.0,2.39,3,1104,51.0,28.0,9.0
4759,47,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.34,9,1047,17.0,24.0,6.0
4760,87,28,87.0,9.0,9.0,9.0,9.0,10.0,9.0,2.26,37,1153,56.0,28.0,3.0
4761,24,9,90.0,9.0,9.0,10.0,9.0,10.0,9.0,0.62,9,1153,7.0,13.0,4.0
4762,4,0,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.12,958,1026,2.0,1.0,1.0
4763,1,0,100.0,8.0,8.0,8.0,10.0,10.0,8.0,0.03,1097,1097,1.0,0.0,0.0
4764,71,22,95.0,10.0,9.0,10.0,10.0,10.0,9.0,1.84,26,1153,26.0,24.0,21.0
4765,36,9,92.0,9.0,10.0,10.0,9.0,9.0,9.0,0.94,29,1146,7.0,28.0,1.0
4766,109,35,99.0,10.0,10.0,10.0,10.0,10.0,10.0,3.09,6,1057,74.0,17.0,18.0
4767,269,73,90.0,9.0,9.0,10.0,10.0,10.0,9.0,7.03,15,1146,94.0,135.0,40.0
4768,75,23,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.98,47,1132,11.0,54.0,10.0
4769,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,919,1157,2.0,0.0,0.0
4770,6,1,92.0,10.0,7.0,9.0,9.0,9.0,9.0,0.16,16,1103,3.0,3.0,0.0
4771,7,1,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.18,104,1150,3.0,4.0,0.0
4772,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,951,951,0.0,1.0,0.0
4773,145,35,90.0,9.0,9.0,10.0,10.0,10.0,9.0,3.84,21,1130,46.0,70.0,29.0
4774,30,8,89.0,9.0,9.0,10.0,10.0,10.0,9.0,0.9,186,999,13.0,15.0,2.0
4775,35,9,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0.91,29,1152,14.0,17.0,4.0
4776,0,0,,,,,,,,,-1,-1,,,
4777,100,23,91.0,10.0,10.0,10.0,9.0,10.0,9.0,2.61,6,1146,40.0,34.0,26.0
4778,39,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.03,20,1132,30.0,8.0,1.0
4779,39,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,1.07,233,1092,24.0,8.0,7.0
4780,114,27,93.0,9.0,9.0,9.0,9.0,10.0,9.0,2.99,14,1140,68.0,28.0,18.0
4781,76,20,91.0,9.0,9.0,9.0,9.0,10.0,9.0,1.97,102,1153,43.0,23.0,10.0
4782,187,56,95.0,9.0,9.0,10.0,10.0,10.0,9.0,4.89,23,1146,71.0,92.0,24.0
4783,9,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.26,845,1041,3.0,6.0,0.0
4784,56,24,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.54,33,1089,25.0,22.0,9.0
4785,4,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.19,98,629,4.0,0.0,0.0
4786,160,51,89.0,9.0,9.0,10.0,10.0,10.0,9.0,4.26,2,1125,50.0,75.0,35.0
4787,34,5,95.0,10.0,9.0,10.0,10.0,10.0,9.0,0.91,111,1119,20.0,10.0,4.0
4788,19,0,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0.49,488,1151,7.0,11.0,1.0
4789,129,44,92.0,9.0,9.0,10.0,10.0,10.0,9.0,3.34,3,1156,78.0,27.0,24.0
4790,87,41,96.0,10.0,9.0,10.0,10.0,10.0,10.0,2.27,10,1146,32.0,29.0,26.0
4791,69,17,95.0,10.0,10.0,10.0,10.0,10.0,10.0,1.83,32,1129,19.0,42.0,8.0
4792,82,36,93.0,10.0,10.0,10.0,10.0,9.0,9.0,2.16,27,1136,20.0,49.0,13.0
4793,98,17,96.0,10.0,10.0,10.0,10.0,9.0,9.0,2.62,32,1120,22.0,57.0,19.0
4794,124,31,94.0,10.0,10.0,10.0,10.0,9.0,9.0,3.31,18,1121,27.0,73.0,24.0
4795,25,12,79.0,8.0,9.0,10.0,10.0,10.0,8.0,0.67,10,1125,5.0,14.0,6.0
4796,3,0,100.0,10.0,10.0,9.0,10.0,10.0,10.0,0.08,1105,1151,1.0,2.0,0.0
4797,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.03,1139,1139,0.0,1.0,0.0
4798,24,5,94.0,9.0,10.0,10.0,10.0,9.0,9.0,0.63,40,1146,6.0,16.0,2.0
4799,88,17,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.35,20,1120,45.0,31.0,12.0
4800,230,135,96.0,10.0,10.0,10.0,10.0,10.0,9.0,9.58,3,718,112.0,79.0,39.0
4801,105,35,91.0,10.0,9.0,9.0,10.0,10.0,9.0,2.76,7,1139,41.0,59.0,5.0
4802,95,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,2.48,16,1146,48.0,30.0,17.0
4803,271,95,99.0,10.0,10.0,10.0,10.0,10.0,9.0,7.08,3,1146,143.0,70.0,58.0
4804,12,0,92.0,10.0,9.0,9.0,9.0,10.0,9.0,0.34,840,1055,2.0,8.0,2.0
4805,1,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.12,242,242,0.0,1.0,0.0
4806,9,1,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.24,147,1103,7.0,1.0,1.0
4807,140,36,93.0,9.0,10.0,9.0,9.0,10.0,9.0,3.68,33,1139,54.0,53.0,33.0
4808,31,3,96.0,10.0,10.0,10.0,9.0,10.0,9.0,0.84,18,1104,23.0,5.0,3.0
4809,2,0,40.0,6.0,2.0,10.0,10.0,10.0,4.0,0.05,1073,1119,1.0,1.0,0.0
4810,6,0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.16,1068,1146,3.0,0.0,3.0
4811,46,16,93.0,10.0,9.0,10.0,10.0,10.0,9.0,1.21,81,1137,33.0,7.0,6.0
4812,20,4,87.0,9.0,10.0,9.0,10.0,9.0,9.0,0.53,105,1139,4.0,9.0,7.0
4813,19,0,92.0,10.0,9.0,10.0,10.0,10.0,9.0,0.5,789,1132,2.0,14.0,3.0
4814,74,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,1.93,934,1147,30.0,37.0,7.0
4815,79,28,97.0,10.0,9.0,10.0,10.0,10.0,10.0,2.07,16,1145,58.0,16.0,5.0
4816,37,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0.99,603,1118,7.0,29.0,1.0
4817,107,37,93.0,9.0,9.0,10.0,9.0,9.0,9.0,2.8,40,1146,18.0,73.0,16.0
4818,8,1,88.0,9.0,8.0,10.0,10.0,10.0,8.0,0.22,82,1084,1.0,6.0,1.0
4819,120,5,89.0,9.0,9.0,9.0,9.0,10.0,9.0,3.13,33,1147,48.0,60.0,12.0
4820,126,51,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.42,8,1103,35.0,76.0,15.0
4821,0,0,,,,,,,,,-1,-1,,,
4822,207,76,93.0,10.0,10.0,10.0,10.0,10.0,9.0,5.41,4,1146,118.0,52.0,37.0
4823,6,6,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0.8,7,222,4.0,2.0,0.0
4824,37,1,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0.97,51,1145,17.0,15.0,5.0
4825,6,1,100.0,10.0,10.0,10.0,10.0,8.0,10.0,0.17,6,1066,1.0,4.0,1.0
4826,40,10,98.0,10.0,10.0,10.0,9.0,10.0,9.0,1.06,103,1125,18.0,19.0,3.0
4827,6,2,96.0,10.0,9.0,9.0,9.0,10.0,9.0,0.18,86,990,2.0,4.0,0.0
4828,146,40,97.0,10.0,10.0,10.0,10.0,10.0,9.0,3.8,5,1151,107.0,17.0,22.0
4829,5,0,90.0,9.0,9.0,9.0,9.0,10.0,9.0,0.14,950,1103,1.0,4.0,0.0
4830,10,5,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33,118,911,3.0,5.0,2.0
4831,3,0,93.0,10.0,9.0,9.0,10.0,10.0,9.0,0.09,446,966,1.0,1.0,1.0
4832,200,63,83.0,9.0,8.0,9.0,8.0,9.0,9.0,5.28,10,1135,69.0,89.0,42.0
4833,91,39,94.0,9.0,9.0,10.0,10.0,10.0,9.0,2.41,32,1130,51.0,18.0,22.0
4834,78,23,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.06,13,1132,61.0,11.0,6.0
4835,139,36,96.0,10.0,10.0,10.0,10.0,10.0,9.0,3.65,9,1141,42.0,76.0,21.0
4836,102,6,87.0,9.0,8.0,9.0,9.0,10.0,9.0,2.7,244,1130,59.0,25.0,18.0
4837,0,0,,,,,,,,,-1,-1,,,
4838,120,31,95.0,9.0,10.0,10.0,10.0,9.0,9.0,3.14,4,1146,42.0,71.0,7.0
4839,189,56,91.0,9.0,9.0,10.0,10.0,10.0,9.0,4.94,24,1146,54.0,79.0,56.0
4840,2,0,50.0,5.0,3.0,10.0,9.0,8.0,7.0,0.05,1099,1105,0.0,1.0,1.0
4841,0,0,,,,,,,,,-1,-1,,,
4842,40,13,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06,25,1131,7.0,29.0,4.0
4843,123,39,97.0,10.0,10.0,9.0,10.0,10.0,9.0,3.23,12,1139,66.0,42.0,15.0
4844,6,0,90.0,10.0,10.0,8.0,7.0,10.0,10.0,0.16,921,1096,2.0,1.0,3.0
4845,67,30,94.0,9.0,9.0,10.0,10.0,9.0,9.0,1.85,9,1083,27.0,28.0,12.0
4846,0,0,,,,,,,,,-1,-1,,,
4847,84,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.22,68,1134,56.0,11.0,17.0
4848,248,58,96.0,10.0,9.0,10.0,9.0,10.0,10.0,6.64,19,1119,105.0,67.0,76.0
4849,127,13,93.0,10.0,9.0,9.0,10.0,10.0,9.0,3.37,26,1127,59.0,52.0,16.0
4850,109,26,94.0,10.0,9.0,10.0,10.0,10.0,9.0,2.87,29,1139,85.0,16.0,8.0
4851,101,36,88.0,9.0,9.0,10.0,10.0,10.0,9.0,2.7,26,1122,54.0,29.0,18.0
4852,61,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.65,17,1108,22.0,31.0,8.0
4853,20,0,83.0,9.0,9.0,9.0,10.0,9.0,9.0,0.53,374,1125,7.0,12.0,1.0
4854,21,4,96.0,10.0,10.0,10.0,10.0,9.0,9.0,0.56,40,1131,8.0,12.0,1.0
4855,64,17,85.0,9.0,9.0,9.0,9.0,10.0,9.0,1.73,78,1108,16.0,29.0,19.0
4856,49,13,96.0,10.0,10.0,10.0,10.0,9.0,9.0,1.29,21,1139,17.0,26.0,6.0
4857,304,101,83.0,8.0,7.0,9.0,8.0,9.0,8.0,8.05,0,1131,92.0,143.0,69.0
4858,272,74,97.0,10.0,9.0,10.0,10.0,10.0,9.0,7.15,18,1140,114.0,117.0,41.0
4859,113,14,91.0,9.0,9.0,9.0,9.0,10.0,9.0,2.97,44,1139,60.0,31.0,22.0
4860,7,0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0.19,740,1125,5.0,2.0,0.0
4861,56,8,97.0,10.0,10.0,10.0,10.0,9.0,10.0,1.47,18,1138,16.0,33.0,7.0
4862,174,55,97.0,10.0,10.0,10.0,10.0,10.0,9.0,4.61,11,1130,104.0,35.0,35.0
4863,196,66,97.0,10.0,10.0,10.0,10.0,10.0,9.0,5.2,18,1129,101.0,70.0,25.0
4864,194,63,90.0,9.0,9.0,9.0,10.0,9.0,9.0,5.43,12,1069,61.0,105.0,28.0
4865,178,34,97.0,10.0,10.0,10.0,10.0,9.0,10.0,4.7,12,1135,43.0,118.0,17.0
4866,8,0,86.0,9.0,9.0,9.0,9.0,10.0,9.0,0.21,901,1132,6.0,2.0,0.0
4867,7,1,97.0,9.0,9.0,10.0,10.0,9.0,10.0,0.18,102,1145,4.0,1.0,2.0
4868,37,0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.05,635,1055,9.0,22.0,6.0
4869,177,42,91.0,9.0,9.0,9.0,9.0,10.0,9.0,4.65,14,1139,79.0,66.0,32.0
4871,141,53,99.0,10.0,10.0,10.0,10.0,10.0,10.0,4.26,6,992,56.0,55.0,30.0
4872,50,12,96.0,10.0,10.0,10.0,10.0,10.0,9.0,1.36,33,1105,23.0,17.0,10.0
4873,257,83,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6.8,1,1131,116.0,73.0,68.0
4874,2,1,50.0,8.0,6.0,9.0,7.0,10.0,7.0,0.1,8,605,2.0,0.0,0.0
4875,2,0,60.0,8.0,8.0,4.0,3.0,10.0,7.0,0.06,921,999,0.0,1.0,1.0
4876,3,0,47.0,7.0,10.0,7.0,5.0,10.0,7.0,0.09,606,959,1.0,1.0,1.0
4877,3,0,73.0,7.0,9.0,8.0,9.0,10.0,9.0,0.08,607,1086,1.0,1.0,1.0
4878,1,0,80.0,8.0,10.0,8.0,10.0,10.0,8.0,0.04,760,760,0.0,1.0,0.0
4879,2,0,50.0,4.0,5.0,6.0,2.0,9.0,4.0,0.06,607,997,0.0,1.0,1.0
4880,1,0,80.0,6.0,8.0,4.0,4.0,8.0,8.0,0.03,984,984,0.0,1.0,0.0
4881,3,2,93.0,9.0,9.0,9.0,9.0,9.0,9.0,0.12,5,761,1.0,2.0,0.0
4882,6,0,87.0,9.0,8.0,9.0,8.0,10.0,8.0,0.21,593,838,5.0,1.0,0.0
4883,3,0,87.0,9.0,10.0,9.0,9.0,9.0,10.0,0.14,572,626,1.0,2.0,0.0
4884,7,0,71.0,8.0,7.0,9.0,9.0,9.0,7.0,0.22,544,970,2.0,4.0,1.0
4885,0,0,,,,,,,,,-1,-1,,,
4886,1,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,622,622,1.0,0.0,0.0
4887,1,0,40.0,8.0,2.0,2.0,6.0,8.0,4.0,0.04,775,775,1.0,0.0,0.0
4888,2,1,80.0,10.0,9.0,8.0,9.0,10.0,7.0,0.06,26,961,0.0,2.0,0.0
4889,0,0,,,,,,,,,-1,-1,,,
4890,3,0,87.0,10.0,8.0,9.0,10.0,10.0,9.0,0.08,561,1101,1.0,2.0,0.0
4891,4,0,30.0,2.0,2.0,5.0,4.0,6.0,3.0,0.13,530,936,0.0,3.0,1.0
4892,7,3,74.0,9.0,8.0,9.0,9.0,9.0,7.0,0.22,8,955,1.0,5.0,1.0
4893,1,0,40.0,4.0,8.0,2.0,2.0,8.0,2.0,0.05,617,617,1.0,0.0,0.0
4894,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.05,598,1128,1.0,1.0,0.0
4895,51,17,89.0,9.0,9.0,10.0,10.0,9.0,9.0,1.36,27,1126,19.0,27.0,5.0
4897,39,12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1.06,24,1103,25.0,11.0,3.0
4898,62,19,88.0,9.0,9.0,9.0,9.0,10.0,9.0,1.68,9,1104,31.0,24.0,7.0
4899,5,0,90.0,10.0,7.0,10.0,9.0,10.0,9.0,0.13,953,1132,4.0,1.0,0.0
4900,22,0,85.0,9.0,9.0,9.0,9.0,10.0,9.0,0.58,926,1131,10.0,7.0,5.0
4901,0,0,,,,,,,,,-1,-1,,,
4902,9,2,83.0,8.0,8.0,8.0,9.0,10.0,7.0,0.24,221,1104,5.0,4.0,0.0
4903,99,42,98.0,10.0,10.0,10.0,10.0,10.0,10.0,2.64,5,1125,33.0,40.0,26.0
4904,8,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.33,40,725,4.0,4.0,0.0
4905,1,0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,0.07,438,438,1.0,0.0,0.0
4906,18,0,86.0,9.0,9.0,9.0,10.0,10.0,9.0,0.52,413,1047,9.0,6.0,3.0
4907,90,11,94.0,10.0,10.0,10.0,10.0,9.0,9.0,2.38,149,1135,47.0,31.0,12.0
4908,69,26,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.94,25,1064,46.0,15.0,8.0
4909,234,94,83.0,8.0,8.0,8.0,7.0,8.0,8.0,6.22,10,1126,74.0,112.0,48.0
4910,19,3,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.86,98,663,4.0,14.0,1.0
4911,8,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.31,30,769,4.0,3.0,1.0
4912,8,8,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0.95,68,250,6.0,1.0,1.0
4913,90,38,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.38,11,1133,45.0,38.0,7.0
4914,2,0,80.0,9.0,9.0,8.0,8.0,8.0,8.0,0.06,929,950,1.0,1.0,0.0
4915,3,1,60.0,7.0,5.0,7.0,7.0,8.0,7.0,0.08,110,1117,1.0,1.0,1.0
4916,0,0,,,,,,,,,-1,-1,,,
4917,53,8,91.0,9.0,10.0,10.0,10.0,10.0,9.0,1.47,102,1082,27.0,18.0,8.0
4918,242,100,87.0,9.0,9.0,9.0,10.0,10.0,9.0,6.49,15,1117,96.0,106.0,40.0
4919,113,37,87.0,9.0,9.0,10.0,9.0,10.0,9.0,2.99,12,1130,42.0,46.0,25.0
4920,217,85,88.0,9.0,10.0,9.0,9.0,10.0,9.0,5.81,14,1118,88.0,91.0,38.0
4921,209,72,86.0,9.0,9.0,9.0,9.0,10.0,9.0,5.56,15,1125,87.0,90.0,32.0
4922,202,73,84.0,9.0,8.0,9.0,10.0,10.0,8.0,5.46,26,1107,64.0,103.0,35.0
4923,57,6,87.0,9.0,9.0,10.0,10.0,9.0,9.0,1.52,41,1124,15.0,34.0,8.0
4924,181,62,97.0,10.0,10.0,10.0,10.0,10.0,10.0,4.78,24,1134,101.0,58.0,22.0
4925,17,5,93.0,9.0,10.0,10.0,10.0,9.0,9.0,0.45,32,1125,7.0,9.0,1.0
4926,102,44,96.0,10.0,9.0,10.0,10.0,9.0,9.0,2.7,17,1131,64.0,17.0,21.0
4927,29,10,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0.88,51,992,11.0,14.0,4.0
4928,13,0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0.35,397,1104,10.0,3.0,0.0
4929,208,75,98.0,10.0,10.0,10.0,10.0,10.0,10.0,5.51,15,1130,56.0,108.0,44.0
4930,223,63,84.0,9.0,8.0,9.0,9.0,9.0,8.0,6.0,1,1113,74.0,103.0,46.0
4931,60,25,99.0,10.0,10.0,10.0,10.0,10.0,10.0,1.6,12,1126,33.0,22.0,5.0
4932,204,63,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5.44,6,1123,163.0,30.0,11.0
4933,0,0,,,,,,,,,-1,-1,,,
4934,0,0,,,,,,,,,-1,-1,,,
4935,1,0,80.0,6.0,8.0,8.0,8.0,8.0,8.0,0.03,939,939,0.0,1.0,0.0
4936,175,56,98.0,10.0,10.0,10.0,10.0,10.0,10.0,4.66,5,1125,86.0,54.0,35.0
4937,8,3,95.0,10.0,10.0,10.0,9.0,9.0,10.0,0.23,197,1041,2.0,4.0,2.0
4938,8,3,90.0,9.0,9.0,10.0,10.0,10.0,9.0,0.23,222,1047,4.0,3.0,1.0
4939,13,3,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0.37,71,1040,2.0,6.0,5.0
4940,95,34,97.0,10.0,10.0,10.0,10.0,10.0,10.0,2.58,19,1104,45.0,33.0,17.0
4941,217,61,93.0,9.0,9.0,9.0,10.0,10.0,9.0,5.75,30,1131,130.0,55.0,32.0
4942,116,39,98.0,10.0,10.0,10.0,10.0,10.0,10.0,3.09,5,1125,36.0,57.0,23.0
4943,63,0,98.0,10.0,10.0,10.0,10.0,9.0,10.0,1.72,446,1101,27.0,30.0,6.0
4944,11,7,69.0,8.0,8.0,9.0,9.0,10.0,7.0,0.58,68,565,2.0,5.0,4.0
4945,0,0,,,,,,,,,-1,-1,,,
4946,80,15,89.0,9.0,9.0,9.0,9.0,10.0,9.0,2.14,33,1118,28.0,44.0,8.0
4947,2,0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.07,539,802,2.0,0.0,0.0
4948,98,53,95.0,10.0,10.0,10.0,10.0,9.0,9.0,3.14,23,933,8.0,80.0,10.0
4949,25,0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,0.67,775,1125,12.0,9.0,4.0
4950,67,43,92.0,9.0,10.0,9.0,10.0,9.0,9.0,2.97,23,674,20.0,45.0,2.0
4951,6,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0.2,61,893,4.0,2.0,0.0
4952,0,0,,,,,,,,,-1,-1,,,
